model,incidence_rate,market_size,percentile,percent_persons_contacted,number_persons_contacted,percent_patients_found,number_patients_found
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.45,0.5500002337348898,823583,0.9380197950547337,134104
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.44,0.5600000801376765,838557,0.94096457174833,134525
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.43,0.5700005943544343,853532,0.9437414751862344,134922
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.42,0.5800004407572209,868506,0.9463435106494597,135294
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.41000000000000003,0.5900002871600075,883480,0.9492253348721715,135706
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.4,0.6000001335627942,898454,0.951925296401217,136092
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.39,0.6099999799655809,913428,0.954387437484699,136444
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.38,0.6200004941823386,928403,0.9568146049732452,136791
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.37,0.6300003405851252,943377,0.9589619837023048,137098
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.36,0.640000854801883,958352,0.9613891511908509,137445
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.35000000000000003,0.6500000333906986,973325,0.9635085510439618,137748
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.34,0.6600005476074563,988300,0.965767845276816,138071
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.33,0.6700003940102429,1003274,0.9680271395096702,138394
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.32,0.6800002404130295,1018248,0.9701115657678453,138692
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.31,0.6900000868158163,1033222,0.9719791557374182,138959
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.3,0.700000601032574,1048197,0.9737278354842094,139209
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.29,0.7100004474353606,1063171,0.9754205574791033,139451
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.28,0.7200009616521184,1078146,0.9771692372258944,139701
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.27,0.730000140240934,1093119,0.9788409750638268,139940
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.26,0.7400006544576917,1108094,0.980505718182772,140178
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.25,0.7500005008604783,1123068,0.9821075088308328,140407
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.24,0.7600003472632649,1138042,0.9836253628510475,140624
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.23,0.7700001936660517,1153016,0.9850382960864548,140826
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.22,0.7800000400688383,1167990,0.9862973455041444,141006
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.21,0.790000554285596,1182965,0.9876263421117056,141196
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.2,0.8000004006883826,1197939,0.9888364284964851,141369
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.19,0.8100002470911692,1212913,0.9902143881369566,141566
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.18,0.820000093493956,1227887,0.9913055642989543,141722
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.17,0.8300006077107137,1242862,0.9924876718077851,141891
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.16,0.8400004541135003,1257836,0.9936418004406673,142056
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.15,0.8500003005162869,1272810,0.9945790927849474,142190
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.14,0.8600001469190737,1287784,0.9955093904102402,142323
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.13,0.8700006611358314,1302759,0.9963697408456615,142446
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.12,0.880000507538618,1317733,0.9970132549924807,142538
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.11,0.8900003539414046,1332707,0.9977197216101843,142639
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.1,0.9000002003441914,1347681,0.9982932885671318,142721
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.09,0.910000046746978,1362655,0.998768929458259,142789
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.08,0.9200005609637357,1377630,0.9990487182177457,142829
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.07,0.9300004073665223,1392604,0.9993355016962193,142870
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.06,0.940000253769309,1407578,0.9995873115797573,142906
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.05,0.9500001001720957,1422552,0.9997971531493722,142936
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.04,0.9600006143888534,1437527,0.9998950792151925,142950
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.03,0.97000046079164,1452501,0.9999650264050641,142960
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.02,0.9800003071944267,1467475,0.9999930052810129,142964
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0.01,0.9900001535972134,1482449,0.9999930052810129,142964
PDI5_01: Cardiology: Cardiology,0.09547402437387431,100000,0,1,1497423,1,142965
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,1,6.678139710689631e-7,1,0.00016326530612244898,1
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.99,0.010000514216757723,14975,0.7830204081632653,4796
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.98,0.020000360619544376,29949,0.8156734693877551,4996
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.97,0.03000020702233103,44923,0.8306938775510204,5088
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.96,0.040000053425117685,59897,0.8419591836734693,5157
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.9500000000000001,0.05000056764187541,74872,0.8517551020408163,5217
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.9400000000000001,0.06000041404466206,89846,0.8608979591836735,5273
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.93,0.07000026044744871,104820,0.8682448979591837,5318
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.92,0.08000010685023537,119794,0.8747755102040816,5358
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.91,0.0900006210669931,134769,0.8813061224489795,5398
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.9,0.10000046746977975,149743,0.8907755102040816,5456
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.89,0.11000098168653748,164718,0.8984489795918368,5503
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.88,0.12000016027535305,179691,0.9048163265306123,5542
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.87,0.1300000066781397,194665,0.9100408163265307,5574
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.86,0.14000052089489742,209640,0.9160816326530612,5611
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.85,0.1500003672976841,224614,0.9213061224489796,5643
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.84,0.16000021370047074,239588,0.926530612244898,5675
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.8300000000000001,0.17000006010325738,254562,0.9319183673469388,5708
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.8200000000000001,0.18000057432001512,269537,0.9387755102040817,5750
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.81,0.19000042072280177,284511,0.9451428571428572,5789
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.8,0.20000026712558844,299485,0.950204081632653,5820
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.79,0.21000011352837508,314459,0.9544489795918367,5846
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.78,0.2200006277451328,329434,0.9588571428571429,5873
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.77,0.23000047414791946,344408,0.9637551020408164,5903
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.76,0.2400003205507061,359382,0.9657142857142857,5915
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.75,0.25000016695349275,374356,0.9684897959183674,5932
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.74,0.2600000133562794,389330,0.9717551020408163,5952
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.73,0.27000052757303716,404305,0.9735510204081632,5963
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.72,0.2799997061618527,419278,0.9761632653061224,5979
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.71,0.29000022037861045,434253,0.9784489795918367,5993
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.7000000000000001,0.3000000667813971,449227,0.9802448979591837,6004
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.6900000000000001,0.3100005809981548,464202,0.9820408163265306,6015
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.68,0.3200004274009415,479176,0.9848163265306122,6032
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.67,0.33000027380372815,494150,0.9874285714285714,6048
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.66,0.34000012020651477,509124,0.9882448979591837,6053
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.65,0.3500006344232725,524099,0.9898775510204082,6063
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.64,0.3600004808260592,539073,0.9913469387755102,6072
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.63,0.37000032722884585,554047,0.9936326530612245,6086
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.62,0.38000017363163247,569021,0.9944489795918368,6091
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.61,0.39000002003441914,583995,0.9954285714285714,6097
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.6,0.4000005342511769,598970,0.9955918367346939,6098
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.59,0.4100003806539635,613944,0.9959183673469387,6100
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.58,0.42000022705675016,628918,0.9965714285714286,6104
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.5700000000000001,0.43000007345953684,643892,0.996734693877551,6105
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.56,0.4400005876762945,658867,0.9972244897959184,6108
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.55,0.4500004340790812,673841,0.9975510204081632,6110
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.54,0.46000028048186786,688815,0.9977142857142857,6111
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.53,0.4700001268846545,703789,0.9982040816326531,6114
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.52,0.4800006411014122,718764,0.9982040816326531,6114
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.51,0.4900004875041989,733738,0.9985306122448979,6116
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.5,0.5000003339069855,748712,0.9985306122448979,6116
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.49,0.5100001803097722,763686,0.9985306122448979,6116
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.48,0.5200000267125588,778660,0.9985306122448979,6116
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.47000000000000003,0.5300005409293166,793635,0.9985306122448979,6116
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.46,0.5400003873321032,808609,0.9986938775510205,6117
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.45,0.5500002337348898,823583,0.9986938775510205,6117
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.44,0.5600000801376765,838557,0.9988571428571429,6118
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.43,0.5700005943544343,853532,0.9988571428571429,6118
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.42,0.5800004407572209,868506,0.9988571428571429,6118
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.41000000000000003,0.5900002871600075,883480,0.9988571428571429,6118
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.4,0.6000001335627942,898454,0.9990204081632653,6119
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.39,0.610000647779552,913429,0.9991836734693877,6120
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.38,0.6200004941823386,928403,0.9993469387755102,6121
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.37,0.6300003405851252,943377,0.9993469387755102,6121
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.36,0.640000186987912,958351,0.9995102040816326,6122
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.35000000000000003,0.6500007012046696,973326,0.9995102040816326,6122
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.34,0.6600005476074563,988300,0.9995102040816326,6122
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.33,0.6700003940102429,1003274,0.9995102040816326,6122
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.32,0.6800002404130295,1018248,0.9995102040816326,6122
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.31,0.6900000868158163,1033222,0.9995102040816326,6122
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.3,0.700000601032574,1048197,0.9995102040816326,6122
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.29,0.7100004474353606,1063171,0.9995102040816326,6122
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.28,0.7200002938381472,1078145,0.9995102040816326,6122
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.27,0.730000140240934,1093119,0.9995102040816326,6122
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.26,0.7400006544576917,1108094,0.9995102040816326,6122
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.25,0.7500005008604783,1123068,0.9996734693877551,6123
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.24,0.7600003472632649,1138042,0.9996734693877551,6123
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.23,0.7700001936660517,1153016,0.9998367346938776,6124
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.22,0.7800000400688383,1167990,0.9998367346938776,6124
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.21,0.790000554285596,1182965,0.9998367346938776,6124
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.2,0.8000004006883826,1197939,1,6125
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.19,0.8100002470911692,1212913,1,6125
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.18,0.820000093493956,1227887,1,6125
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.17,0.8300006077107137,1242862,1,6125
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.16,0.8400004541135003,1257836,1,6125
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.15,0.8500003005162869,1272810,1,6125
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.14,0.8600001469190737,1287784,1,6125
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.13,0.8700006611358314,1302759,1,6125
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.12,0.880000507538618,1317733,1,6125
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.11,0.8899996861274336,1332706,1,6125
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.1,0.9000002003441914,1347681,1,6125
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.09,0.910000046746978,1362655,1,6125
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.08,0.9200005609637357,1377630,1,6125
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.07,0.9300004073665223,1392604,1,6125
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.06,0.940000253769309,1407578,1,6125
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.05,0.9500001001720957,1422552,1,6125
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.04,0.9600006143888534,1437527,1,6125
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.03,0.97000046079164,1452501,1,6125
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.02,0.9800003071944267,1467475,1,6125
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0.01,0.9900001535972134,1482449,1,6125
PDI4_11_02: Oncology & Hematology: Breast Cancer,0.004090360572797399,100000,0,1,1497423,1,6125
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,1,6.678139710689631e-7,1,0,0
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.99,0.010000514216757723,14975,0.13899765074393108,1065
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.98,0.020000360619544376,29949,0.21495693030540328,1647
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.97,0.03000020702233103,44923,0.26794570608196294,2053
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.96,0.040000053425117685,59897,0.31480031323414254,2412
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.9500000000000001,0.05000056764187541,74872,0.35486818063168885,2719
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.9400000000000001,0.06000041404466206,89846,0.3893239363090577,2983
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.93,0.07000026044744871,104820,0.41738449490994517,3198
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.92,0.08000010685023537,119794,0.4481858522578961,3434
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.91,0.0900006210669931,134769,0.47337509788566956,3627
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.9,0.10000046746977975,149743,0.49725920125293654,3810
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.89,0.1100003138725664,164717,0.5212738188462542,3994
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.88,0.12000016027535305,179691,0.5418950665622553,4152
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.87,0.1300000066781397,194665,0.5595144870790916,4287
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.86,0.14000052089489742,209640,0.5772644218219786,4423
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.85,0.1500003672976841,224614,0.5937092143043592,4549
PDI4_10I: Orthopedics: Sports medicine orthopedic injuries,0.005116790646330396,100000,0.84,0.16000021370047074,239588,0.6096319498825372,4671
